description;historicVolatolity;implicitVolatility;createdAt
GFGC1033OC;0.0406516;0.000581762;9/15/2023 11:35
GFGC1033OC;0.0406544;0.000580947;9/15/2023 11:36
GFGC1033OC;0.0406504;0.0005756;9/15/2023 11:37
GFGC1033OC;0.0406318;0.000576169;9/15/2023 11:38
GFGC1033OC;0.0405103;0.000577174;9/15/2023 11:39
GFGC1033OC;0.0405093;0.000574306;9/15/2023 11:40
GFGC1033OC;0.0405116;0.000577324;9/15/2023 11:41
GFGC1033OC;0.0405034;0.000580124;9/15/2023 11:42
GFGC1033OC;0.0405074;0.000576565;9/15/2023 11:46
GFGC1033OC;0.0404458;0.000571238;9/15/2023 11:48
GFGC1033OC;0.0403587;0.000570712;9/15/2023 11:49
GFGC1033OC;0.0407042;0.000568647;9/15/2023 11:51
GFGC1033OC;0.041486;0.000787995;9/15/2023 11:55
GFGC1033OC;0.0414937;0.000564889;9/15/2023 12:08
GFGC1033OC;0.041493;0.000799065;9/15/2023 12:09
GFGC1033OC;0.0412426;0.000794388;9/15/2023 12:14
GFGC1033OC;0.0415151;0.000566895;9/15/2023 12:21
GFGC1033OC;0.041518;0.00185327;9/15/2023 12:40
GFGC1033OC;0.041518;0.00187346;9/15/2023 12:42
GFGC1033OC;0.0414733;0.00185932;9/15/2023 12:44
GFGC1033OC;0.0413174;0.001862;9/15/2023 12:45
GFGC1033OC;0.0415769;0.00186085;9/15/2023 12:52
GFGC1033OC;0.0415147;0.00183184;9/15/2023 12:54
GFGC1033OC;0.0414642;0.00183063;9/15/2023 12:56
GFGC1033OC;0.041468;0.000774071;9/15/2023 12:57
GFGC1033OC;0.0414083;0.00183109;9/15/2023 13:00
GFGC1033OC;0.0413696;0.00183161;9/15/2023 13:01
GFGC1033OC;0.0413753;0.0018284;9/15/2023 13:04
GFGC1033OC;0.0413788;0.00183656;9/15/2023 13:05
GFGC1033OC;0.0413787;0.00078099;9/15/2023 13:06
GFGC1033OC;0.0414188;0.000780816;9/15/2023 13:07
GFGC1033OC;0.0414742;0.000792681;9/15/2023 13:10
GFGC1033OC;0.041476;0.000782274;9/15/2023 13:11
GFGC1033OC;0.0414757;0.00183653;9/15/2023 13:13
GFGC1033OC;0.0414886;0.000778446;9/15/2023 13:15
GFGC1033OC;0.0414965;0.000776843;9/15/2023 13:19
GFGC1033OC;0.0414864;0.000780143;9/15/2023 13:20
GFGC1033OC;0.0414913;0.000781223;9/15/2023 13:21
GFGC1033OC;0.0415255;0.000789097;9/15/2023 13:22
GFGC1033OC;0.0415748;0.000785781;9/15/2023 13:24
GFGC1033OC;0.0415755;0.000786196;9/15/2023 13:25
GFGC1033OC;0.0415925;0.000782765;9/15/2023 13:26
GFGC1033OC;0.0416026;0.000779062;9/15/2023 13:27
GFGC1033OC;0.0416062;0.000779872;9/15/2023 13:28
GFGC1033OC;0.0416109;0.000781002;9/15/2023 13:29
GFGC1033OC;0.0372796;0.000779251;9/15/2023 13:30
GFGC1033OC;0.0183605;0.000775996;9/15/2023 13:31
GFGC1033OC;0.0154395;0.0007809;9/15/2023 13:35
GFGC1033OC;0.0148352;0.000790724;9/15/2023 13:47
GFGC1033OC;0.0150106;0.00055882;9/15/2023 13:51
GFGC1033OC;0.0147715;0.000561171;9/15/2023 13:53
GFGC1033OC;0.0147671;0.000561907;9/15/2023 13:57
GFGC1033OC;0.0146743;0.000561823;9/15/2023 14:05
GFGC1033OC;0.014273;0.000558995;9/15/2023 14:06
GFGC1033OC;0.0139395;0.000791176;9/15/2023 14:08
GFGC1033OC;0.0141413;0.000788179;9/15/2023 14:14
GFGC1033OC;0.0147326;0.000786741;9/15/2023 14:18
GFGC1033OC;0.0149065;0.000783997;9/15/2023 14:19
GFGC1033OC;0.014846;0.000782831;9/15/2023 14:20
GFGC1033OC;0.0148137;0.000551353;9/15/2023 14:23
GFGC1033OC;0.0147284;0.000780413;9/15/2023 14:30
GFGC1033OC;0.0146768;0.000556416;9/15/2023 14:42
GFGC1033OC;0.0146692;0.000557884;9/15/2023 14:48
GFGC1033OC;0.0146673;0.000557351;9/15/2023 14:49
GFGC1033OC;0.0146427;0.000557217;9/15/2023 14:56
GFGC1033OC;0.0146411;0.000556429;9/15/2023 14:57
GFGC1033OC;0.014628;0.00055544;9/15/2023 15:00
GFGC1033OC;0.014603;0.000781709;9/15/2023 15:06
GFGC1033OC;0.0145942;0.000781913;9/15/2023 15:27
GFGC1033OC;0.014663;0.000551735;9/15/2023 15:38
GFGC1033OC;0.0146637;0.000784864;9/15/2023 15:41
GFGC1033OC;0.0136448;0.000786947;9/15/2023 15:45
GFGC1033OC;0.0111449;0.000787305;9/15/2023 15:56
GFGC1033OC;0.0111178;0.000779804;9/15/2023 16:04
GFGC1033OC;0.0111195;0.000787961;9/15/2023 16:07
GFGC1033OC;0.0111149;0.000559796;9/15/2023 16:20
GFGC1033OC;0.0100962;0.000559796;9/15/2023 16:28
GFGC1033OC;0.00977973;0.000559687;9/15/2023 16:29
GFGC1033OC;0.00977933;0.000562467;9/15/2023 16:30
GFGC1033OC;0.00975981;0.000563843;9/15/2023 16:31
GFGC1033OC;0.00975983;0.000563896;9/15/2023 16:32
GFGC1033OC;0.00843916;0.000561217;9/15/2023 16:34
GFGC1033OC;0.00853087;0.000784183;9/15/2023 16:46
GFGC1033OC;0.00853726;0.000787604;9/15/2023 16:55
GFGC1033OC;0.0285215;0.000552559;9/15/2023 16:57
GFGC1033OC;0.0446317;0.000565356;9/18/2023 10:46
GFGC1033OC;0.0446324;0.00079581;9/18/2023 11:24
GFGC1033OC;0.0446301;0.000794665;9/18/2023 11:25
GFGC1033OC;0.044629;0.000795763;9/18/2023 11:28
GFGC1033OC;0.0446272;0.000797676;9/18/2023 11:29
GFGC1033OC;0.0445981;0.000789476;9/18/2023 11:34
GFGC1033OC;0.0445349;0.000787551;9/18/2023 11:35
GFGC1033OC;0.0445337;0.000788552;9/18/2023 11:36
GFGC1033OC;0.0445326;0.000791735;9/18/2023 11:37
GFGC1033OC;0.0448308;0.0018766;9/18/2023 11:42
GFGC1033OC;0.0448258;0.000779677;9/18/2023 11:44
GFGC1033OC;0.0448255;0.000556527;9/18/2023 11:50
GFGC1033OC;0.0448235;0.000562646;9/18/2023 11:53
GFGC1033OC;0.0447906;0.000572218;9/18/2023 12:01
GFGC1033OC;0.0447488;0.000576842;9/18/2023 12:02
GFGC1033OC;0.0447472;0.000586579;9/18/2023 12:08
GFGC1033OC;0.0450266;0.000584975;9/18/2023 12:11
GFGC1033OC;0.0451173;0.000575879;9/18/2023 12:17
GFGC1033OC;0.045129;0.00057847;9/18/2023 12:21
GFGC1033OC;0.0451237;0.000575675;9/18/2023 12:29
GFGC1033OC;0.0451391;0.000575544;9/18/2023 12:30
GFGC1033OC;0.045409;0.000572684;9/18/2023 12:31
GFGC1033OC;0.0454723;0.000577586;9/18/2023 12:32
GFGC1033OC;0.0454893;0.000576912;9/18/2023 12:33
GFGC1033OC;0.0455427;0.000573548;9/18/2023 12:39
GFGC1033OC;0.0456114;0.000572737;9/18/2023 12:40
GFGC1033OC;0.0456113;0.000571931;9/18/2023 12:55
GFGC1033OC;0.0455638;0.000571965;9/18/2023 12:56
GFGC1033OC;0.0455865;0.000571693;9/18/2023 12:58
GFGC1033OC;0.0455865;0.00057284;9/18/2023 13:00
GFGC1033OC;0.0481657;0.000576403;9/18/2023 13:03
GFGC1033OC;0.0494696;0.000586633;9/18/2023 13:04
GFGC1033OC;0.0493969;0.000576926;9/18/2023 13:05
GFGC1033OC;0.0493969;0.000576403;9/18/2023 13:09
GFGC1033OC;0.0493969;0.0005762;9/18/2023 13:10
GFGC1033OC;0.0493969;0.000573834;9/18/2023 13:15
GFGC1033OC;0.0494585;0.000573022;9/18/2023 13:16
GFGC1033OC;0.0494582;0.000572902;9/18/2023 13:17
GFGC1033OC;0.0494593;0.000572229;9/18/2023 13:18
GFGC1033OC;0.0494604;0.00057293;9/18/2023 13:19
GFGC1033OC;0.049462;0.000572451;9/18/2023 13:20
GFGC1033OC;0.049462;0.000573933;9/18/2023 13:22
GFGC1033OC;0.049462;0.000576898;9/18/2023 13:24
GFGC1033OC;0.0494619;0.000578185;9/18/2023 13:25
GFGC1033OC;0.0497181;0.000573744;9/18/2023 13:27
GFGC1033OC;0.0497181;0.000571481;9/18/2023 13:33
GFGC1033OC;0.0497439;0.000571094;9/18/2023 13:34
GFGC1033OC;0.049741;0.000572268;9/18/2023 13:35
GFGC1033OC;0.0497403;0.000571466;9/18/2023 13:37
GFGC1033OC;0.0497403;0.00057451;9/18/2023 13:46
GFGC1033OC;0.0497403;0.000573631;9/18/2023 13:47
GFGC1033OC;0.0497397;0.000574158;9/18/2023 13:56
GFGC1033OC;0.0497397;0.000574936;9/18/2023 13:57
GFGC1033OC;0.0497397;0.000571655;9/18/2023 14:00
GFGC1033OC;0.0498067;0.000572819;9/18/2023 14:01
GFGC1033OC;0.0498067;0.000565639;9/18/2023 14:15
GFGC1033OC;0.049808;0.000565299;9/18/2023 14:17
GFGC1033OC;0.0497954;0.000564377;9/18/2023 14:19
GFGC1033OC;0.0497929;0.000564605;9/18/2023 14:20
GFGC1033OC;0.0413656;0.000564653;9/18/2023 14:21
GFGC1033OC;0.0236451;0.000563633;9/18/2023 14:22
GFGC1033OC;0.0236453;0.000564993;9/18/2023 14:23
GFGC1033OC;0.0236871;0.000562952;9/18/2023 14:25
GFGC1033OC;0.0236874;0.000562971;9/18/2023 14:28
GFGC1033OC;0.0236872;0.000559913;9/18/2023 14:39
GFGC1033OC;0.0236852;0.000562277;9/18/2023 14:50
GFGC1033OC;0.023726;0.000567723;9/18/2023 14:52
GFGC1033OC;0.0237252;0.000568893;9/18/2023 14:53
GFGC1033OC;0.0237249;0.000566576;9/18/2023 14:56
GFGC1033OC;0.0231492;0.000561304;9/18/2023 14:59
GFGC1033OC;0.023185;0.00056266;9/18/2023 15:01
GFGC1033OC;0.023185;0.000564838;9/18/2023 15:25
GFGC1033OC;0.0231806;0.000568401;9/18/2023 15:33
GFGC1033OC;0.023175;0.000566026;9/18/2023 15:34
GFGC1033OC;0.0231751;0.000572997;9/18/2023 15:39
GFGC1033OC;0.023175;0.000571961;9/18/2023 15:40
GFGC1033OC;0.0225627;0.000573993;9/18/2023 15:41
GFGC1033OC;0.0223845;0.000569419;9/18/2023 15:46
GFGC1033OC;0.0225019;0.000567112;9/18/2023 15:47
GFGC1033OC;0.0225019;0.000570272;9/18/2023 15:48
GFGC1033OC;0.0224692;0.000571488;9/18/2023 15:54
GFGC1033OC;0.0220684;0.000571136;9/18/2023 16:04
GFGC1033OC;0.0219393;0.000574927;9/18/2023 16:08
GFGC1033OC;0.0219006;0.000575935;9/18/2023 16:09
GFGC1033OC;0.0216293;0.000574591;9/18/2023 16:10
GFGC1033OC;0.0214513;0.000576272;9/18/2023 16:24
GFGC1033OC;0.0214514;0.000573918;9/18/2023 16:25
GFGC1033OC;0.0214513;0.000576272;9/18/2023 16:31
GFGC1033OC;0.0214182;0.000575633;9/18/2023 16:39
GFGC1033OC;0.0214181;0.00057619;9/18/2023 16:42
GFGC1033OC;0.0549685;0.000580271;9/18/2023 16:47
GFGC1033OC;0.0538046;0.000555689;9/19/2023 10:46
GFGC1033OC;0.0580087;0.000543847;9/19/2023 11:03
GFGC1033OC;0.0580489;0.000544395;9/19/2023 11:10
GFGC1033OC;0.0580958;0.00054649;9/19/2023 11:11
GFGC1033OC;0.0670033;0.000549023;9/19/2023 11:12
GFGC1033OC;0.067315;0.000567911;9/19/2023 11:14
GFGC1033OC;0.0693818;0.000808081;9/19/2023 11:15
GFGC1033OC;0.0736828;0.000555848;9/19/2023 11:18
GFGC1033OC;0.0775254;0.00201919;9/19/2023 11:19
GFGC1033OC;0.0775527;0.000560305;9/19/2023 11:20
GFGC1033OC;0.0775784;0.000556357;9/19/2023 11:21
GFGC1033OC;0.0775784;0.000557426;9/19/2023 11:22
GFGC1033OC;0.0775787;0.000561526;9/19/2023 11:23
GFGC1033OC;0.0774073;0.000561615;9/19/2023 11:25
GFGC1033OC;0.0774079;0.000562294;9/19/2023 11:26
GFGC1033OC;0.0773931;0.000562176;9/19/2023 11:27
GFGC1033OC;0.0773972;0.000562266;9/19/2023 11:28
GFGC1033OC;0.0774137;0.000561499;9/19/2023 11:29
GFGC1033OC;0.0774138;0.000560984;9/19/2023 11:32
GFGC1033OC;0.077414;0.000559237;9/19/2023 11:35
GFGC1033OC;0.0774139;0.000790644;9/19/2023 11:36
GFGC1033OC;0.0774666;0.000789073;9/19/2023 11:37
GFGC1033OC;0.0774679;0.000784069;9/19/2023 11:40
GFGC1033OC;0.0774682;0.000781728;9/19/2023 11:41
GFGC1033OC;0.0774941;0.000785518;9/19/2023 11:42
GFGC1033OC;0.0775117;0.0007794;9/19/2023 11:43
GFGC1033OC;0.0775101;0.000780138;9/19/2023 11:44
GFGC1033OC;0.0775102;0.000777468;9/19/2023 11:45
GFGC1033OC;0.0775112;0.000780077;9/19/2023 11:46
GFGC1033OC;0.0775512;0.000780045;9/19/2023 11:47
GFGC1033OC;0.077589;0.000777938;9/19/2023 11:50
GFGC1033OC;0.0776117;0.000778933;9/19/2023 11:52
GFGC1033OC;0.0776391;0.000778072;9/19/2023 11:53
GFGC1033OC;0.0776642;0.000779254;9/19/2023 11:54
GFGC1033OC;0.0776773;0.000785196;9/19/2023 11:56
GFGC1033OC;0.077666;0.000783272;9/19/2023 11:58
GFGC1033OC;0.0776662;0.000780982;9/19/2023 11:59
GFGC1033OC;0.0776666;0.000781041;9/19/2023 12:00
GFGC1033OC;0.0776686;0.00078098;9/19/2023 12:03
GFGC1033OC;0.0776754;0.000772337;9/19/2023 12:04
GFGC1033OC;0.0776754;0.00077179;9/19/2023 12:06
GFGC1033OC;0.0776758;0.000770998;9/19/2023 12:07
GFGC1033OC;0.077792;0.000772144;9/19/2023 12:08
GFGC1033OC;0.0778411;0.00183113;9/19/2023 12:09
GFGC1033OC;0.0778411;0.000771748;9/19/2023 12:11
GFGC1033OC;0.0778414;0.000771259;9/19/2023 12:12
GFGC1033OC;0.0778845;0.000769549;9/19/2023 12:13
GFGC1033OC;0.0778993;0.00182675;9/19/2023 12:14
GFGC1033OC;0.0778993;0.000776112;9/19/2023 12:15
GFGC1033OC;0.0780079;0.000774763;9/19/2023 12:16
GFGC1033OC;0.0779657;0.000773669;9/19/2023 12:17
GFGC1033OC;0.0781641;0.00183609;9/19/2023 12:20
GFGC1033OC;0.0781666;0.000769671;9/19/2023 12:21
GFGC1033OC;0.0784565;0.000766878;9/19/2023 12:23
GFGC1033OC;0.0786261;0.000775596;9/19/2023 12:26
GFGC1033OC;0.0786379;0.000774655;9/19/2023 12:27
GFGC1033OC;0.0786437;0.000776267;9/19/2023 12:28
GFGC1033OC;0.0786485;0.000786622;9/19/2023 12:29
GFGC1033OC;0.0786484;0.000784593;9/19/2023 12:30
GFGC1033OC;0.0572575;0.000782899;9/19/2023 12:31
GFGC1033OC;0.0572594;0.000781711;9/19/2023 12:32
GFGC1033OC;0.0535856;0.000780631;9/19/2023 12:33
GFGC1033OC;0.0537475;0.00078023;9/19/2023 12:35
GFGC1033OC;0.0538257;0.000777363;9/19/2023 12:36
GFGC1033OC;0.0425882;0.000781214;9/19/2023 12:39
GFGC1033OC;0.041956;0.000781545;9/19/2023 12:40
GFGC1033OC;0.0385517;0.000780616;9/19/2023 12:41
GFGC1033OC;0.0291772;0.000781183;9/19/2023 12:45
GFGC1033OC;0.0172125;0.000779535;9/19/2023 12:49
GFGC1033OC;0.0175255;0.000780733;9/19/2023 12:54
GFGC1033OC;0.0182015;0.000777862;9/19/2023 12:55
GFGC1033OC;0.0187102;0.000782858;9/19/2023 12:57
GFGC1033OC;0.0187091;0.000782948;9/19/2023 12:58
GFGC1033OC;0.0188559;0.000785684;9/19/2023 12:59
GFGC1033OC;0.0188855;0.00078664;9/19/2023 13:02
GFGC1033OC;0.018885;0.000788186;9/19/2023 13:08
GFGC1033OC;0.0188367;0.00078903;9/19/2023 13:09
GFGC1033OC;0.018808;0.000788075;9/19/2023 13:10
GFGC1033OC;0.0191545;0.000789718;9/19/2023 13:14
GFGC1033OC;0.0191623;0.000788084;9/19/2023 13:16
GFGC1033OC;0.0193416;0.000555349;9/19/2023 13:17
GFGC1033OC;0.0191514;0.000791634;9/19/2023 13:18
GFGC1033OC;0.0191427;0.000556219;9/19/2023 13:19
GFGC1033OC;0.0189815;0.000558936;9/19/2023 13:22
GFGC1033OC;0.0188728;0.000559144;9/19/2023 13:23
GFGC1033OC;0.0187982;0.0005614;9/19/2023 13:24
GFGC1033OC;0.018799;0.000561679;9/19/2023 13:25
GFGC1033OC;0.0188051;0.000562493;9/19/2023 13:26
GFGC1033OC;0.0188128;0.000562168;9/19/2023 13:30
GFGC1033OC;0.0186594;0.000561764;9/19/2023 13:31
GFGC1033OC;0.0185002;0.000559675;9/19/2023 13:32
GFGC1033OC;0.018354;0.000791622;9/19/2023 13:34
GFGC1033OC;0.018264;0.00078832;9/19/2023 13:35
GFGC1033OC;0.0181602;0.000791034;9/19/2023 13:36
GFGC1033OC;0.0188126;0.000788989;9/19/2023 13:37
GFGC1033OC;0.0194599;0.000551478;9/19/2023 13:38
GFGC1033OC;0.019459;0.000788903;9/19/2023 13:46
GFGC1033OC;0.0194613;0.000788791;9/19/2023 13:51
GFGC1033OC;0.0194606;0.000789068;9/19/2023 13:52
GFGC1033OC;0.0193855;0.000789268;9/19/2023 13:53
GFGC1033OC;0.0194281;0.000555956;9/19/2023 13:54
GFGC1033OC;0.0194276;0.000555621;9/19/2023 14:02
GFGC1033OC;0.0189619;0.000556447;9/19/2023 14:04
GFGC1033OC;0.0187596;0.000557099;9/19/2023 14:08
GFGC1033OC;0.0187667;0.000557442;9/19/2023 14:12
GFGC1033OC;0.0189319;0.000560127;9/19/2023 14:16
GFGC1033OC;0.0187964;0.000557778;9/19/2023 14:17
GFGC1033OC;0.0185699;0.000559203;9/19/2023 14:19
GFGC1033OC;0.0185682;0.000559172;9/19/2023 14:21
GFGC1033OC;0.0181935;0.000560538;9/19/2023 14:22
GFGC1033OC;0.0182564;0.000561418;9/19/2023 14:32
GFGC1033OC;0.0173668;0.000559172;9/19/2023 14:34
GFGC1033OC;0.0173655;0.000559955;9/19/2023 14:36
GFGC1033OC;0.0162319;0.00055965;9/19/2023 14:38
GFGC1033OC;0.0153779;0.000557916;9/19/2023 14:44
GFGC1033OC;0.0153366;0.000557305;9/19/2023 14:45
GFGC1033OC;0.0154031;0.000559022;9/19/2023 14:48
GFGC1033OC;0.015368;0.000559594;9/19/2023 14:49
GFGC1033OC;0.0153717;0.000559622;9/19/2023 14:50
GFGC1033OC;0.0153677;0.000559576;9/19/2023 14:51
GFGC1033OC;0.0153789;0.000560239;9/19/2023 14:52
GFGC1033OC;0.0150163;0.000561553;9/19/2023 14:55
GFGC1033OC;0.0147033;0.000561028;9/19/2023 14:56
GFGC1033OC;0.0143876;0.000563357;9/19/2023 15:02
GFGC1033OC;0.0142206;0.000563809;9/19/2023 15:03
GFGC1033OC;0.0142212;0.000566146;9/19/2023 15:04
GFGC1033OC;0.0142207;0.000565428;9/19/2023 15:06
GFGC1033OC;0.0142164;0.00056618;9/19/2023 15:10
GFGC1033OC;0.0141632;0.0005655;9/19/2023 15:11
GFGC1033OC;0.0135863;0.000565711;9/19/2023 15:12
GFGC1033OC;0.0125829;0.0005674;9/19/2023 15:16
GFGC1033OC;0.011815;0.000566798;9/19/2023 15:20
GFGC1033OC;0.0120075;0.000563704;9/19/2023 15:21
GFGC1033OC;0.0117962;0.000566283;9/19/2023 15:22
GFGC1033OC;0.011792;0.00056492;9/19/2023 15:23
GFGC1033OC;0.0117823;0.000566147;9/19/2023 15:30
GFGC1033OC;0.0117814;0.00056584;9/19/2023 15:31
GFGC1033OC;0.0119306;0.000565806;9/19/2023 15:32
GFGC1033OC;0.0114067;0.000564274;9/19/2023 15:33
GFGC1033OC;0.0117044;0.000567123;9/19/2023 15:49
GFGC1033OC;0.0114186;0.000567933;9/19/2023 15:54
GFGC1033OC;0.0113627;0.000568409;9/19/2023 15:56
GFGC1033OC;0.0113643;0.000568613;9/19/2023 16:00
GFGC1033OC;0.0113576;0.000568723;9/19/2023 16:01
GFGC1033OC;0.0113545;0.000568689;9/19/2023 16:02
GFGC1033OC;0.0113585;0.000567736;9/19/2023 16:04
GFGC1033OC;0.0113567;0.000563821;9/19/2023 16:15
GFGC1033OC;0.0113468;0.000565183;9/19/2023 16:17
GFGC1033OC;0.0113259;0.000564433;9/19/2023 16:18
GFGC1033OC;0.0113077;0.000561026;9/19/2023 16:23
GFGC1033OC;0.0113077;0.000790236;9/19/2023 16:24
GFGC1033OC;0.0113216;0.000792696;9/19/2023 16:25
GFGC1033OC;0.0113112;0.000557503;9/19/2023 16:26
GFGC1033OC;0.0114537;0.0005585;9/19/2023 16:27
GFGC1033OC;0.0102099;0.000557834;9/19/2023 16:28
GFGC1033OC;0.00895629;0.000789134;9/19/2023 16:30
GFGC1033OC;0.0113891;0.000557261;9/19/2023 16:31
GFGC1033OC;0.0130339;0.000779675;9/19/2023 16:32
GFGC1033OC;0.0148168;0.000779501;9/19/2023 16:33
GFGC1033OC;0.0153898;0.000775264;9/19/2023 16:34
GFGC1033OC;0.015641;0.000553119;9/19/2023 16:36
GFGC1033OC;0.0159339;0.000778449;9/19/2023 16:37
GFGC1033OC;0.0159338;0.000776003;9/19/2023 16:38
GFGC1033OC;0.016814;0.000776989;9/19/2023 16:41
GFGC1033OC;0.016849;0.000774537;9/19/2023 16:51
GFGC1033OC;0.0166332;0.000768659;9/19/2023 16:55
GFGC1033OC;0.0166074;0.000761406;9/19/2023 16:56
GFGC1033OC;0.0345682;0.000747458;9/19/2023 16:58
GFGC1033OC;0.0488859;0.000535484;9/20/2023 10:46
GFGC1033OC;0.0491663;0.000565784;9/20/2023 11:02
GFGC1033OC;0.0491441;0.000565784;9/20/2023 11:03
GFGC1033OC;0.049136;0.000564405;9/20/2023 11:04
GFGC1033OC;0.049126;0.000559753;9/20/2023 11:06
GFGC1033OC;0.0490753;0.000555777;9/20/2023 11:09
GFGC1033OC;0.0490675;0.000556813;9/20/2023 11:10
GFGC1033OC;0.0491316;0.000557399;9/20/2023 11:11
GFGC1033OC;0.0491231;0.000552653;9/20/2023 11:15
GFGC1033OC;0.0492804;0.000781313;9/20/2023 11:16
GFGC1033OC;0.0492778;0.000782289;9/20/2023 11:18
GFGC1033OC;0.0492816;0.000780799;9/20/2023 11:19
GFGC1033OC;0.0492886;0.000781441;9/20/2023 11:20
GFGC1033OC;0.0492653;0.000781072;9/20/2023 11:21
GFGC1033OC;0.0491996;0.00078206;9/20/2023 11:22
GFGC1033OC;0.0491616;0.000780674;9/20/2023 11:23
GFGC1033OC;0.0490575;0.000781161;9/20/2023 11:24
GFGC1033OC;0.0490581;0.000780552;9/20/2023 11:25
GFGC1033OC;0.049117;0.000781488;9/20/2023 11:26
GFGC1033OC;0.0491219;0.00077979;9/20/2023 11:35
GFGC1033OC;0.0490903;0.000778734;9/20/2023 11:36
GFGC1033OC;0.0494357;0.000776663;9/20/2023 11:37
GFGC1033OC;0.0494432;0.000759511;9/20/2023 12:13
GFGC1033OC;0.0494501;0.000762124;9/20/2023 12:14
GFGC1033OC;0.0493939;0.000760683;9/20/2023 12:15
GFGC1033OC;0.0493938;0.000752195;9/20/2023 12:18
GFGC1033OC;0.0493794;0.000750042;9/20/2023 12:19
GFGC1033OC;0.0493791;0.00173664;9/20/2023 12:20
GFGC1033OC;0.0501405;0.00173481;9/20/2023 12:28
GFGC1033OC;0.0501071;0.000738485;9/20/2023 12:31
GFGC1033OC;0.0501028;0.000721247;9/20/2023 12:38
GFGC1033OC;0.0501866;0.00071422;9/20/2023 12:39
GFGC1033OC;0.0501866;0.00072846;9/20/2023 12:41
GFGC1033OC;0.0501866;0.000718818;9/20/2023 12:42
GFGC1033OC;0.0501946;0.000723133;9/20/2023 12:43
GFGC1033OC;0.050205;0.000720333;9/20/2023 12:44
GFGC1033OC;0.050205;0.000718068;9/20/2023 12:47
GFGC1033OC;0.050205;0.000718715;9/20/2023 12:48
GFGC1033OC;0.050205;0.000716427;9/20/2023 12:49
GFGC1033OC;0.0502243;0.000711078;9/20/2023 12:50
GFGC1033OC;0.0502243;0.000706672;9/20/2023 12:52
GFGC1033OC;0.0502243;0.000714565;9/20/2023 12:53
GFGC1033OC;0.0502243;0.000713378;9/20/2023 12:58
GFGC1033OC;0.0502259;0.00071823;9/20/2023 13:01
GFGC1033OC;0.0502732;0.000719737;9/20/2023 13:03
GFGC1033OC;0.0502963;0.000731907;9/20/2023 13:05
GFGC1033OC;0.0502963;0.000738928;9/20/2023 13:06
GFGC1033OC;0.0505428;0.000733955;9/20/2023 13:09
GFGC1033OC;0.0501131;0.000729775;9/20/2023 13:10
GFGC1033OC;0.0496869;0.000739965;9/20/2023 13:29
GFGC1033OC;0.0492263;0.000730429;9/20/2023 13:38
GFGC1033OC;0.0490471;0.000736364;9/20/2023 14:06
GFGC1033OC;0.0489379;0.000739889;9/20/2023 14:11
GFGC1033OC;0.0488676;0.000740065;9/20/2023 14:24
GFGC1033OC;0.0488918;0.000733709;9/20/2023 14:40
GFGC1033OC;0.0486539;0.000712437;9/20/2023 15:53
GFGC1033OC;0.0486661;0.000714709;9/20/2023 15:54
GFGC1033OC;0.0487497;0.000713468;9/20/2023 15:58
GFGC1033OC;0.0487672;0.000701992;9/20/2023 16:07
GFGC1033OC;0.0377949;0.000695812;9/20/2023 16:17
GFGC1033OC;0.016178;0.000677769;9/20/2023 16:22
GFGC1033OC;0.0151321;0.000685668;9/20/2023 16:27
GFGC1033OC;0.0151338;0.00067499;9/20/2023 16:33
GFGC1033OC;0.0168112;0.00067876;9/20/2023 16:37
GFGC1033OC;0.0168307;0.00068124;9/20/2023 16:38
GFGC1033OC;0.0168441;0.000683558;9/20/2023 16:39
GFGC1033OC;0.0168373;0.000680404;9/20/2023 16:42
GFGC1033OC;0.0167273;0.000679617;9/20/2023 16:49
GFGC1033OC;0.0455428;0.000661693;9/20/2023 17:00
GFGC1033OC;0.0456038;0.501863;9/20/2023 17:36
GFGC1033OC;0.0456243;0.400381;9/21/2023 10:46
GFGC1033OC;0.0456336;0.784267;9/21/2023 11:05
GFGC1033OC;0.0651439;0.736835;9/21/2023 11:08
GFGC1033OC;0.0818143;0.00101544;9/21/2023 11:10
GFGC1033OC;0.0818099;0.74424;9/21/2023 11:12
GFGC1033OC;0.0819778;0.814642;9/21/2023 11:13
GFGC1033OC;0.0952669;0.719613;9/21/2023 11:17
GFGC1033OC;0.10741;0.000976572;9/21/2023 11:18
GFGC1033OC;0.107388;0.655868;9/21/2023 11:22
GFGC1033OC;0.107417;0.68575;9/21/2023 11:25
GFGC1033OC;0.107433;0.639094;9/21/2023 11:26
GFGC1033OC;0.107268;0.661309;9/21/2023 11:29
GFGC1033OC;0.107264;0.640728;9/21/2023 11:30
GFGC1033OC;0.107257;0.638619;9/21/2023 11:33
GFGC1033OC;0.10828;0.641697;9/21/2023 11:34
GFGC1033OC;0.109581;0.0010842;9/21/2023 11:35
GFGC1033OC;0.110369;0.00105234;9/21/2023 11:36
GFGC1033OC;0.110372;0.00062622;9/21/2023 11:37
GFGC1033OC;0.110107;0.000637482;9/21/2023 11:39
GFGC1033OC;0.110107;0.000636467;9/21/2023 11:40
GFGC1033OC;0.110108;0.000638825;9/21/2023 11:41
GFGC1033OC;0.110045;0.000642202;9/21/2023 11:42
GFGC1033OC;0.110046;0.000642296;9/21/2023 11:44
GFGC1033OC;0.110046;0.000642223;9/21/2023 11:46
GFGC1033OC;0.110046;0.000638917;9/21/2023 11:48
